시군구명,시설명,시설주소,시설종류명(시설유형),정원(수용인원),현인원,X,Y
종로구,문혜장애인보호작업장,강원도 철원군 텃골1길 13(문혜리),(장애인) 장애인보호작업장,35.0,28.0,232336.03875761232,621225.6002037391
송파구,무지개동산주간보호,서울특별시 송파구 성내천로22길 162층,(장애인) 장애인주간보호시설,10.0,9.0,212988.18766604702,544509.6966939139
송파구,송파구수어통역센터,서울특별시 송파구 문정로 135층 (문정동),(장애인) 수화통역센터,20.0,3860.0,211869.69635611857,543792.3692340669
성동구,성동구수어통역센터,서울특별시 성동구 청계천로 516성동장애인생활회관 3층 (마장동),(장애인) 수화통역센터,30.0,5304.0,202973.9579863982,552316.1147844904
송파구,마라주간보호센터,서울특별시 송파구 송이로34길 43-13층(마라빌딩),(장애인) 장애인주간보호시설,10.0,10.0,210328.9853705068,544753.9504353228
강동구,주몽재활의원,서울특별시 강동구 상암로 369 상일동 179,(장애인) 장애인의료재활시설,0.0,70.0,214460.54855805004,549643.8512172834
도봉구,장애인주간보호시설인강원,서울특별시 도봉구 평화로15번길 9-25.,(장애인) 장애인주간보호시설,15.0,12.0,203741.3979285346,566110.7410844362
도봉구,보호작업장 인강원,서울특별시 도봉구 평화로15번길 9-25(도봉동),(장애인) 장애인보호작업장,25.0,14.0,203741.3979285346,566110.7410844362
도봉구,아미네,서울특별시 도봉구 시루봉로13가길 302층(방학동),(장애인) 장애인공동생활가정,4.0,4.0,202697.72324819805,563073.0360388111
도봉구,도봉주간보호센터,서울특별시 도봉구 도당로 532층 (방학동),(장애인) 장애인주간보호시설,10.0,10.0,203327.55114059706,562687.8631010023
송파구,마라제3공동생활가정,서울특별시 송파구 가락로5길 7-11301호,(장애인) 장애인공동생활가정,4.0,4.0,209015.08270762351,544524.1115099264
송파구,마라제1공동생활가정,서울특별시 송파구 송이로34길 43-14층,(장애인) 장애인공동생활가정,4.0,4.0,210328.9853705068,544753.9504353228
송파구,마라제2공동생활가정,서울특별시 송파구 송이로34길 43-15층 (문정동),(장애인) 장애인공동생활가정,4.0,4.0,210328.9853705068,544753.9504353228
강남구,충현보호작업장,서울특별시 강남구 논현로98길 16,(장애인) 장애인보호작업장,45.0,45.0,203253.4935784472,544903.9467065514
송파구,THE채움,서울특별시 송파구 마천로51길 282층,(장애인) 장애인주간보호시설,10.0,10.0,211404.4756249517,545321.3351122099
강남구,라파엘의집,경기도 여주시 북내면 당전로 552 ,(장애인) 중증장애인거주시설,175.0,151.0,263465.7233321992,528643.807327146
강남구,라파엘직업재활센터,경기도 여주시 강천면 원양1로 907 ,(장애인) 장애인보호작업장,40.0,40.0,265070.52033784165,527713.6910806762
강북구,효정비전타운,경기도 용인시 처인구 백암면 삼백로 648효정비전타운 ,(장애인) 중증장애인거주시설,40.0,30.0,233175.02814482825,503350.0530927053
강북구,헬렌켈러의집,서울특별시 강북구 삼양로91가길 8-0JS홈타운 2동 501호,(장애인) 장애인공동생활가정,4.0,4.0,201397.30184130045,559656.1341434178
강남구,강남구수어통역센터,서울특별시 강남구 학동로 343(학동) 포바강남타워 지하,(장애인) 수화통역센터,4.0,5462.0,203592.29636389302,546441.4927334578
강남구,논현공동생활가정,"서울특별시 강남구 강남대로120길 52401호, 402호 (논현동)",(장애인) 장애인공동생활가정,4.0,4.0,202375.4512782858,545344.390821909
강남구,하상주간보호센터,서울특별시 강남구 개포로 613 (개포동),(장애인) 장애인주간보호시설,12.0,12.0,206636.03868861997,543674.3661908386
마포구,라온홈,서울특별시 마포구 잔다리로9길 21105동 501호,(장애인) 장애인공동생활가정,4.0,4.0,193105.13694130364,550120.6998899005
용산구,한벗장애인주간보호시설,서울특별시 용산구 효창원로69길 42-3한벗회관 2층,(장애인) 장애인주간보호시설,10.0,10.0,196481.01827419735,549261.6238153139
용산구,행복이가득한집,"서울특별시 용산구 후암로28라길 9201호 (후암동, 예원빌라)",(장애인) 장애인공동생활가정,3.0,3.0,198213.01186382273,550023.7243112625
양천구,임마누엘목동공동체,"서울특별시 양천구 목동중앙본로17길 29401호 (목동,청송하이츠빌라) ",(장애인) 장애인공동생활가정,4.0,4.0,188300.743054206,549142.0774836056
관악구,실로암배움울타리,서울특별시 관악구 조원로12길 66-02층,(장애인) 장애인공동생활가정,6.0,5.0,191479.61984033184,542655.5009067196
강동구,사랑쉼터의집,서울특별시 강동구 상암로79길 24,(장애인) 장애유형별거주시설,29.0,21.0,214782.1450221279,549705.9380203114
양천구,베다니장애인주간보호시설 ,서울특별시 양천구 남부순환로65길 12-2 (신월동),(장애인) 장애인주간보호시설,10.0,13.0,185465.9711179216,547581.9742359752
용산구,가브리엘의집,서울특별시 용산구 후암로35길 22-23(후암동),(장애인) 중증장애인거주시설,29.0,29.0,197836.21035849227,550138.0205531968
노원구,동천일리하우스,서울특별시 노원구 노원로18길 41(하계1동),(장애인) 중증장애인거주시설,60.0,39.0,206471.52777337804,560533.6658801083
강서구,우리집,서울특별시 강서구 양천로47길 70-6,(장애인) 장애인단기거주시설,10.0,10.0,185648.61335545822,552658.545453965
강서구,나눔공동체,서울특별시 강서구 등촌로13바길 59,(장애인) 장애인공동생활가정,4.0,4.0,187343.73366064762,548435.3424877715
강서구,선린원,서울특별시 강서구 까치산로22길 35-5,(장애인) 장애인단기거주시설,10.0,10.0,187005.20229127788,549908.5893969279
마포구,잔디네집,서울특별시 마포구 월드컵로 190-0604호 (이안상암2차오피스텔),(장애인) 장애인공동생활가정,4.0,2.0,191454.4461924341,551633.5168887896
강서구,푸른터,서울특별시 강서구 초록마을로26길 35-8,(장애인) 장애인공동생활가정,4.0,4.0,186691.78419858974,548847.9824098665
강서구,푸른터2호,서울특별시 강서구 화곡로13길 20-9201호,(장애인) 장애인공동생활가정,4.0,4.0,185294.07446424838,549051.6819328134
강서구,푸른터3호,서울특별시 강서구 허준로5길 37B동 3층 (가양동)(가양동),(장애인) 장애인공동생활가정,4.0,4.0,186879.29395600094,552122.608588925
강서구,강서뇌성마비복지관,서울특별시 강서구 방화대로 45길 69(방화동 452-5)  ,(장애인) 장애인복지관,373.0,500.0,183443.7192356667,552756.8691144062
강서구,그라나다보호작업센터,서울특별시 강서구 허준로5길 37 (가양동),(장애인) 장애인보호작업장,46.0,44.0,186849.55029055418,552123.89872389
강서구,강서희망의집,서울특별시 강서구 강서로34길 36,(장애인) 장애인단기거주시설,10.0,10.0,185992.41876574527,549325.6375525965
강서구,주간보호센터햇볕교실,"서울특별시 강서구 개화동로21길 4 (방화동, 방화11단지아파트)",(장애인) 장애인주간보호시설,12.0,13.0,182819.9136381057,552327.9766295624
강서구,기쁜우리보호작업장,서울특별시 강서구 허준로 65 (가양동),(장애인) 장애인보호작업장,30.0,33.0,186651.52069523,552197.9334790496
강서구,강서구휴먼희망일터,서울특별시 강서구 강서로 466우리벤처타운 102호 (등촌동),(장애인) 장애인보호작업장,30.0,23.0,185985.74368889004,551937.2193405231
노원구,다복스위트홈,서울특별시 노원구 상계로5길 22-9402호,(장애인) 장애인공동생활가정,4.0,4.0,205575.83110214636,561970.6892031643
송파구,마라제4공동생활가정,서울특별시 송파구 마천로39길 35401호,(장애인) 장애인공동생활가정,4.0,4.0,213149.22294589377,544429.3949083129
구로구,양지골장애인주간보호시설,서울특별시 구로구 구로중앙로28길 625층(구로동),(장애인) 장애인주간보호시설,12.0,12.0,190390.63747134514,543682.4171589778
영등포구,리드릭,"서울특별시 영등포구 양산로 96양산로 96, 산경물산(당산동2가)",(장애인) 장애인보호작업장,54.0,51.0,190588.72336907964,547146.5954100414
마포구,마포구립장애인직업재활센터(수아밀),서울특별시 마포구 매봉산로 18(상암동 1640번지),(장애인) 장애인보호작업장,20.0,31.0,190274.6108161343,552739.6726553241
강남구,강남세움주간보호센터,서울특별시 강남구광평로60길 22(수서동),(장애인) 장애인주간보호시설,16.0,16.0,209454.40127401057,543072.9208860333
강서구,파랑새교육원주간보호,서울특별시 강서구 까치산로 134화곡빌딩 2층,(장애인) 장애인주간보호시설,10.0,13.0,186869.9518902819,549985.2397150843
강서구,화곡성모공동생활가정,"서울특별시 강서구 초록마을로24길 7-8B동 502호 (화곡동, 태영팰리스)",(장애인) 장애인공동생활가정,4.0,4.0,186850.3209597859,548792.9352069227
강남구,강남장애인복지관,서울특별시 강남구 개포로 605  ,(장애인) 장애인복지관,,314.0,206496.6923259971,543618.141259243
구로구,헬렌의집장애인단기보호시설,서울특별시 구로구 구로중앙로27나길 18,(장애인) 장애인단기거주시설,12.0,11.0,189829.59564075916,544163.1586515072
강서구,로사리아공동생활가정,"서울특별시 강서구 초록마을로24길 7-8B동 202호 (화곡동, 태영팰리스)",(장애인) 장애인공동생활가정,4.0,4.0,186850.3209597859,548792.9352069227
강서구,우리집주간보호,서울특별시 강서구 양천로47길 70-6,(장애인) 장애인주간보호시설,10.0,12.0,185648.61335545822,552658.545453965
강북구,꿈손단기거주시설,서울특별시 강북구 인수봉로61길12-4,(장애인) 장애인단기거주시설,10.0,12.0,201134.60556124148,559881.0699702939
금천구,금천구수어통역센터,서울특별시 금천구 시흥대로147길 30-152층,(장애인) 수화통역센터,0.0,30.0,190851.7183331257,541655.110314847
중구,시각장애인주간보호센터,서울특별시 중구 퇴계로20길 41-11남산쉼터 1층,(장애인) 장애인주간보호시설,15.0,15.0,198833.22248413623,551027.3456887634
동대문구,동대문구수어통역센터,서울특별시 동대문구 청계천로 521다사랑행복센터 (용두동),(장애인) 수화통역센터,0.0,600.0,203008.46181329095,552469.8572438392
강서구,샬롬의 집,서울특별시 강서구 방화대로7가길 11,(장애인) 장애유형별거주시설,20.0,15.0,183715.27344283476,550834.5821922034
도봉구,디딤돌공동생활가정,"서울특별시 도봉구 우이천로 446-11501호(쌍문동, 해밀하우스)",(장애인) 장애인공동생활가정,4.0,3.0,202391.44663842325,561525.185283644
강남구,역삼주간보호센터,서울특별시 강남구 테헤란로8길 36강남문화원 2층,(장애인) 장애인주간보호시설,16.0,16.0,202816.04006160627,544115.1797508124
강남구,신망애공동생활가정,서울특별시 강남구 도산대로50길 33-3401호 (논현동),(장애인) 장애인공동생활가정,4.0,4.0,203339.68057711687,546746.7915339009
강남구,서로함께공동생활가정,서울특별시 강남구 선릉로146길 27-4204호 (청담동),(장애인) 장애인공동생활가정,4.0,4.0,204033.47781698938,546721.4165908786
은평구,똘레랑스,서울특별시 은평구 연서로21길 31-0,(장애인) 장애인보호작업장,24.0,25.0,192441.7783008606,557319.9612566328
종로구,마로니에공동생활가정,서울특별시 종로구 혜화로12길 20-10101호,(장애인) 장애인공동생활가정,4.0,3.0,200025.1445971099,554453.5766428105
중구,영락주간보호센터,서울특별시 중구 수표로 33영락교회 교육관 1층,(장애인) 장애인주간보호시설,12.0,13.0,199021.71904282775,551607.5676310847
성동구,성모주간보호센터,서울특별시 성동구 독서당로44길 25.,(장애인) 장애인주간보호시설,15.0,15.0,201823.02799492533,549482.4439831662
도봉구,지앤지주간보호센터,서울특별시 도봉구 삼양로 574-442층,(장애인) 장애인주간보호시설,15.0,15.0,201168.21558659128,561632.7267633264
동대문구,동문장애인복지관,서울특별시 동대문구 장안벚꽃로 7길 5　,(장애인) 장애인복지관,495.0,0.0,206465.10110448737,553744.4026574803
도봉구,성민그룹홈,서울특별시 도봉구 우이천로47길 10601호 (쌍문동),(장애인) 장애인공동생활가정,4.0,4.0,201335.60938304404,561708.7136100313
중구,파란마음주간보호센터,서울특별시 중구 다산로22길 111층,(장애인) 장애인주간보호시설,15.0,19.0,201261.3384270289,550838.1913410211
용산구,구립용산장애인복지관,서울특별시 용산구 효창원로93길 49 (효창동),(장애인) 장애인복지관,0.0,332.0,196743.8427556691,548826.7773389202
서초구,서초구립한우리정보문화센터,서울특별시 서초구 남부순환로340길 15  ,(장애인) 장애인복지관,427.0,376.0,202199.68211771295,542522.4326913542
강남구,다니엘의집4호,서울특별시 강남구 도산대로4길 18-6401호 (논현동),(장애인) 장애인공동생활가정,4.0,4.0,201882.2205193701,546200.3870468434
마포구,행복한 집,서울특별시 마포구 성미산로 165-5,(장애인) 장애인공동생활가정,9.0,3.0,193334.11471455006,551711.1739878356
노원구,성민복지관,서울특별시 노원구 노원로32길 30-3　,(장애인) 장애인복지관,,340.0,206108.06733468352,561801.4721047826
강서구,기쁜우리복지관,서울특별시 강서구 허준로 65　,(장애인) 장애인복지관,,500.0,186651.52069523,552197.9334790496
강북구,강북장애인종합복지관,서울특별시 강북구 오현로 189강북장애인종합복지관,(장애인) 장애인복지관,,282.0,203449.09886797532,558791.5486644526
동작구,삼성소리샘복지관,서울특별시 동작구 양녕로30길 19-4(상도동),(장애인) 장애인복지관,0.0,300.0,195218.82413478597,544407.7949282553
노원구,서울시립뇌성마비복지관,"서울특별시 노원구 덕릉로70가길 96(상계6,7동 771)(상계동)",(장애인) 장애인복지관,0.0,639.0,205906.97059190826,561694.919974473
노원구,서울시립상이군경복지관,서울특별시 노원구 덕릉로70가길 73-0(상계동),(장애인) 장애인복지관,500.0,462.0,205127.1076071125,560301.5546154735
강동구,서울장애인종합복지관보호작업장,서울특별시 강동구 고덕로 201(고덕동),(장애인) 장애인보호작업장,0.0,30.0,213108.39034659293,550678.8718979873
성동구,성동장애인종합복지관,서울특별시 성동구 청계천로 506-0　,(장애인) 장애인복지관,1728.0,350.0,202973.9579863982,552316.1147844904
성북구,성북시각장애인복지관,서울특별시 성북구 동소문로25가길 20성북시각장애인복지관,(장애인) 장애인복지관,,320.0,201696.90519676675,555088.7059061094
관악구,실로암주간보호센터,서울특별시 관악구 조원로 127-2301호,(장애인) 장애인주간보호시설,10.0,10.0,192613.82019469785,542890.7419957031
구로구,에덴장애인종합복지관,서울특별시 구로구 고척로21가길 84-35　,(장애인) 장애인복지관,220.0,211.0,185963.86587457207,544649.3222482973
광진구,정립회관,서울특별시 광진구 워커힐로 93정립회관,(장애인) 장애인복지관,200.0,1050.0,208627.92921028627,550146.9806368324
강동구,한국시각장애인복지관,서울특별시 강동구 구천면로 645 (상일동),(장애인) 장애인복지관,0.0,0.0,214990.27808945373,550189.4214408628
강동구,성분도복지관,경기도 광주시 국사봉로 159-10  ,(장애인) 장애인복지관,110.0,1000.0,231091.8686796904,524238.2327415054
양천구,양천해누리복지관 ,서울특별시 양천구 목동동로 159목동동로 159 ,(장애인) 장애인복지관,43.0,43.0,188504.14111417247,546719.2939393272
관악구,실로암시각장애인복지관,서울특별시 관악구 남부순환로 1717 (봉천동),(장애인) 장애인복지관,,1800.0,194795.13466724256,542621.3149627155
은평구,서부장애인종합복지관,서울특별시 은평구 갈현로11길 30　,(장애인) 장애인복지관,0.0,600.0,191771.78005402477,556237.133218867
서대문구,서대문장애인종합복지관,서울특별시 서대문구 북아현로 24,(장애인) 장애인복지관,,1666.0,196203.39212514376,551106.3116215856
구로구,해나무일터,서울특별시 구로구 남부순환로 105라길25-10,(장애인) 장애인보호작업장,30.0,31.0,190316.88151611897,542464.1983665512
금천구,장애인주간보호센터청락원,서울특별시 금천구 금하로29길 36.,(장애인) 장애인주간보호시설,15.0,15.0,192368.2477160195,539111.8375124037
서초구,하늘동산,서울특별시 서초구 강남대로65길 195층 (서초동),(장애인) 장애인주간보호시설,12.0,10.0,202198.66453262308,544533.2816430215
강남구,하상장애인복지관,서울특별시 강남구 개포로 613　,(장애인) 장애인복지관,,780.0,206636.03868861997,543674.3661908386
광진구,희망의학교,서울특별시 광진구 천호대로 622시민의교회5층(능동),(장애인) 장애인주간보호시설,18.0,18.0,207633.05806832298,550500.6806658284
종로구,라파엘의집,서울특별시 종로구 필운대로2길 16 (체부동),(장애인) 장애인단기거주시설,17.0,10.0,197332.08762191312,553253.785563191
노원구,다운인의 집,서울특별시 노원구 노원로1길 21902동 1102호,(장애인) 장애인공동생활가정,4.0,4.0,207393.8499676674,557977.1476309723
동작구,장애인공동생활가정다움이네집,서울특별시 동작구 양녕로22마길 90-02층,(장애인) 장애인공동생활가정,4.0,3.0,195298.314761214,544399.270230839
서초구,사랑의가족,서울특별시 서초구 사임당로20길 16-0A동201호,(장애인) 장애인공동생활가정,4.0,4.0,201863.55909189122,543311.7774250495
서초구,사랑의그룹홈,서울특별시 서초구 효령로23길 61501호,(장애인) 장애인공동생활가정,4.0,4.0,199390.99634981362,542570.8210233345
성북구,성북그룹홈1호,서울특별시 성북구 개운사길 60-39성북그룹홈1호,(장애인) 장애인공동생활가정,4.0,3.0,202671.09205518712,554516.7596724967
성북구,성북그룹홈2호,"서울특별시 성북구 보국문로6길 5-11102호 (정릉동, 삼우빌라)",(장애인) 장애인공동생활가정,4.0,3.0,201036.52277507514,556332.0616937253
동작구,사랑손공동생활가정소라네,"서울특별시 동작구 대방동2길 36502호 (대방동, 신건드림원아파트)",(장애인) 장애인공동생활가정,4.0,4.0,193627.12574642975,544715.7187457179
노원구,아름다운집,서울특별시 노원구 공릉로62길 8풍진빌라 B동 302호,(장애인) 장애인공동생활가정,4.0,3.0,206370.38342946564,559552.4490280563
강동구,아이비해솔그룹홈,서울특별시 강동구 양재대로110길 15-5301호,(장애인) 장애인공동생활가정,4.0,4.0,212395.16292400062,548458.5894652411
강동구,아이비한울그룹홈,서울특별시 강동구 양재대로124길 67-143층,(장애인) 장애인공동생활가정,4.0,3.0,212894.07384292377,549226.2542474419
강동구,아이비잎새그룹홈,서울특별시 강동구 양재대로135길 5-1101호,(장애인) 장애인공동생활가정,4.0,3.0,212648.33944244304,549903.5707802313
동작구,사랑손공동생활가정연희네,"서울특별시 동작구 국사봉길 178102동 706호 (상도동, 상도1차 갑을명가아파트)",(장애인) 장애인공동생활가정,4.0,3.0,193963.29168097017,544079.401046997
관악구,임마누엘관악1공동체공동생활가정,서울특별시 관악구 조원중앙로 44-32층,(장애인) 장애인공동생활가정,4.0,4.0,191791.14493405557,542622.9019134621
강서구,임마누엘등촌공동체,"서울특별시 강서구 공항대로39길 74502-902 (등촌동, 등촌5단지주공아파트)",(장애인) 장애인공동생활가정,4.0,4.0,186262.2108860885,551303.7889881663
영등포구,임마누엘영등포공동체,서울특별시 영등포구 영신로8길 9201호 (영등포동),(장애인) 장애인공동생활가정,4.0,3.0,192004.53934559185,545892.5861044
강남구,충현의집1호,"서울특별시 강남구 삼성로57길 33-1202호 (대치동, 리치빌)(대치동, 리치빌)",(장애인) 장애인공동생활가정,1.0,1.0,205161.3558287051,544209.843517665
강남구,충현의집2호,서울특별시 강남구 학동로42길 55-10401호 (논현동)(논현동),(장애인) 장애인공동생활가정,1.0,1.0,203320.73789347973,545834.4234235485
서초구,충현의집3호,서울특별시 서초구 동산로12길 20301호,(장애인) 장애인공동생활가정,4.0,4.0,204093.2355364817,541258.5997614246
강남구,충현의집4호,서울특별시 강남구 선릉로146길 27-4302호 (청담동)(청담동),(장애인) 장애인공동생활가정,1.0,1.0,204033.47781698938,546721.4165908786
강남구,충현의집5호,서울특별시 강남구 삼성로147길 16-10401호 (청담동)(청담동),(장애인) 장애인공동생활가정,1.0,1.0,204111.05187142538,546879.5895131918
강남구,충현의집6호,서울특별시 강남구 삼성로67길 8-7401호 (대치동)(대치동),(장애인) 장애인공동생활가정,1.0,1.0,205202.4423221268,544644.2947338779
은평구,한마음1호공동생활가정,서울특별시 은평구 통일로89길 5-73층,(장애인) 장애인공동생활가정,4.0,4.0,192852.8822897022,558326.3925698991
강서구,기쁜우리체육센터,서울특별시 강서구 허준로 65,(장애인) 장애인체육시설,,300.0,186651.52069523,552197.9334790496
관악구,에스알씨(SRC)재활체육관,경기도 광주시 초월읍 경수길 25에스알씨재활체육관 ,(장애인) 장애인체육시설,,1000.0,225401.7769878727,535656.6494235635
은평구,서부재활체육센터,서울특별시 은평구 갈현로11길 30 (구산동),(장애인) 장애인체육시설,1300.0,1300.0,192169.36239288645,556778.4864932913
관악구,에스알씨(SRC)부설의원,서울특별시 관악구 보라매로 44보라매동,(장애인) 장애인의료재활시설,,100.0,193581.60037688515,543745.9153387756
관악구,에스알씨(SRC)재활병원,경기도 광주시 경수길 25에스알씨재활병원,(장애인) 장애인의료재활시설,,700.0,225401.7769878727,535656.6494235635
은평구,서울재활병원,서울특별시 은평구 갈현로11길 30-0,(장애인) 장애인의료재활시설,350.0,350.0,191771.78005402477,556237.133218867
도봉구,도봉장애인보호작업시설,서울특별시 도봉구 마들로 664-172층,(장애인) 장애인보호작업장,30.0,19.0,204102.4312406792,563308.6796364194
송파구,마라보호작업장,서울특별시 송파구 송이로34길 43-1,(장애인) 장애인보호작업장,20.0,22.0,211396.31713275888,542794.177748043
강동구,성지보호작업장,서울특별시 강동구 동남로85길 15(고덕동),(장애인) 장애인보호작업장,0.0,24.0,214844.0115742281,551467.0924720719
강동구,아이비장애인보호작업장,"서울특별시 강동구 구천면로39길 121층, 지하1층 (천호동)(천호동)",(장애인) 장애인보호작업장,0.0,30.0,211653.88054763072,549585.9552451582
은평구,은평보호작업장,서울특별시 은평구 갈현로11길 30,(장애인) 장애인보호작업장,30.0,21.0,191771.78005402477,556237.133218867
양천구,하은장애인보호작업장,서울특별시 양천구 목동동로8길 95층 (신정동),(장애인) 장애인보호작업장,30.0,30.0,188702.5384173335,546273.9504852357
금천구,EM실천,서울특별시 금천구 서부샛길 648대륭테크노타운6차 1004호,(장애인) 장애인보호작업장,30.0,30.0,189035.79962062777,542422.8233890857
강서구,꿈자람터장애인주간보호센터,"서울특별시 강서구 공항대로43길 104등촌7종합사회복지관 (등촌동, 등촌주공7,8단지아파트)",(장애인) 장애인주간보호시설,10.0,12.0,186811.69231058008,551193.5855117585
노원구,서울시립노원시각장애인복지관,서울특별시 노원구 덕릉로70가길 98서울특별시립노원시각장애인복지관,(장애인) 장애인복지관,0.0,14332.0,205009.5387691672,560303.4915635223
강서구,늘푸른마을,서울특별시 강서구 까치산로22길 38,(장애인) 장애인주간보호시설,12.0,13.0,186965.35398690053,549855.9878650167
