시설명,X,Y
서울시립상이군경복지관,205127.1076071125,560301.5546154735
서울장애인종합복지관보호작업장,213108.39034659293,550678.8718979873
성동장애인종합복지관,202973.9579863982,552316.1147844904
성북시각장애인복지관,201696.90519676675,555088.7059061094
실로암주간보호센터,192613.82019469785,542890.7419957031
에덴장애인종합복지관,185963.86587457207,544649.3222482973
정립회관,208627.92921028627,550146.9806368324
한국시각장애인복지관,214990.27808945373,550189.4214408628
성분도복지관,231091.8686796904,524238.2327415054
양천해누리복지관 ,188504.14111417247,546719.2939393272
실로암시각장애인복지관,194795.13466724256,542621.3149627155
서부장애인종합복지관,191771.7800540248,556237.133218867
서대문장애인종합복지관,196203.39212514376,551106.3116215856
해나무일터,190316.88151611897,542464.1983665512
장애인주간보호센터청락원,192368.2477160195,539111.8375124037
하늘동산,202198.66453262308,544533.2816430215
하상장애인복지관,206636.03868862,543674.3661908386
희망의학교,207633.05806832295,550500.6806658284
라파엘의집,197332.08762191312,553253.785563191
다운인의 집,207393.8499676674,557977.1476309723
장애인공동생활가정다움이네집,195298.314761214,544399.270230839
사랑의가족,201863.5590918912,543311.7774250495
사랑의그룹홈,199390.9963498136,542570.8210233345
성북그룹홈1호,202671.09205518712,554516.7596724967
성북그룹홈2호,201036.52277507517,556332.0616937253
사랑손공동생활가정소라네,193627.12574642972,544715.7187457179
아름다운집,206370.38342946564,559552.4490280563
아이비해솔그룹홈,212395.16292400064,548458.5894652411
아이비한울그룹홈,212894.07384292377,549226.2542474419
아이비잎새그룹홈,212648.33944244304,549903.5707802313
사랑손공동생활가정연희네,193963.29168097017,544079.401046997
임마누엘관악1공동체공동생활가정,191791.1449340556,542622.9019134621
임마누엘등촌공동체,186262.2108860885,551303.7889881663
임마누엘영등포공동체,192004.53934559185,545892.5861044
충현의집1호,205161.3558287051,544209.843517665
충현의집2호,203320.73789347973,545834.4234235485
충현의집3호,204093.2355364817,541258.5997614246
충현의집4호,204033.47781698935,546721.4165908786
충현의집5호,204111.05187142536,546879.5895131918
충현의집6호,205202.4423221268,544644.2947338779
한마음1호공동생활가정,192852.8822897022,558326.3925698991
기쁜우리체육센터,186651.52069523,552197.9334790496
에스알씨(SRC)재활체육관,225401.7769878727,535656.6494235635
서부재활체육센터,192169.36239288645,556778.4864932913
에스알씨(SRC)부설의원,193581.60037688515,543745.9153387756
에스알씨(SRC)재활병원,225401.7769878727,535656.6494235635
서울재활병원,191771.7800540248,556237.133218867
도봉장애인보호작업시설,204102.4312406792,563308.6796364194
마라보호작업장,211396.31713275888,542794.177748043
성지보호작업장,214844.0115742281,551467.0924720719
아이비장애인보호작업장,211653.88054763072,549585.9552451582
은평보호작업장,191771.7800540248,556237.133218867
하은장애인보호작업장,188702.5384173335,546273.9504852357
EM실천,189035.79962062775,542422.8233890857
꿈자람터장애인주간보호센터,186811.69231058008,551193.5855117585
서울시립노원시각장애인복지관,205009.5387691672,560303.4915635223
늘푸른마을,186965.35398690053,549855.9878650167
효명장애인보호작업시설,208905.8387546776,546113.077416445
서리풀주간이용센터,202199.68211771292,542522.4326913542
동작구수어통역센터,195262.96441958525,545087.3549621139
종로구수어통역센터,198991.28781286863,552451.160169026
양천구수어통역센터,188735.92433999723,549655.573275788
성락주간보호,190928.78407418024,544977.6775317157
계명원,191906.03508836124,550470.7506341515
열린마음하나,186718.1261061118,549083.2130031004
삼성그룹홈1호,195298.314761214,544399.270230839
민들레쉼터장애인주간보호시설,189892.5942641544,543996.9673916388
실로암 효명의 집,193205.88083887432,577310.3569829882
드림하우스,185612.6970926572,547669.9989045155
선한복지센터,211752.0567914175,547714.1692658134
사랑나눔강동,212591.78770000197,548547.8308418232
하나렘넌트장애인주간보호센터,191997.292366188,550641.7172292868
위드그룹홈,192009.7698647288,556440.2770229676
서울시농아노인지원센터,197168.27842692388,549039.7739648586
교남시냇가,198982.3333498511,599821.8363280267
디딤돌주간보호센터,193663.7771603514,546039.2028740762
구립강서구직업재활센터,186907.08405840432,551997.3472747193
작은숨골공동생활가정,194143.42720730725,554904.5493854502
서울시립미래형장애인직업재활시설그린내,193629.0938713952,553725.0066679948
논현제2공동생활가정,202476.1404300254,546174.7269919149
포도원복지센터,192334.73481890943,558530.2440564308
마포구수어통역센터,191232.24169717904,551762.9279784715
메타아카데미주간보호센터,212344.3895951059,549241.8790371461
하나인장애인주간보호센터,207812.0250540915,551178.1750126862
희망일터,207633.05806832295,550500.6806658284
서울시립미래형장애인직업재활시설굿윌스토어,212617.65643354828,544556.8290635303
소망의집,208365.9965798636,544470.7369980259
사랑의집,213140.69315569807,543603.8244053848
희망을긷는샘,201053.38548174736,562112.5654694238
내일을 꿈꾸는 사람들,204430.48352216257,563828.0171483974
로뎀나무,186706.32481190248,549606.1529665565
빛가람장애인시설,195428.0342558548,561760.879692858
아름드리주간보호센터,205535.4527028368,551909.2678058766
로뎀하우스,187095.81267946848,550788.6082819047
구립송파구장애인보호작업장,212688.4209409699,543525.6870037414
바우뫼주간보호센터,202378.1866845821,541369.785870427
맑은샘장애인주간보호시설 ,186261.4926975908,546544.2168325118
다솜센터(시립서대문장애인단기보호센터),193685.12573525755,553094.1377318125
보라매보호작업장,189327.97195387405,542286.8178479918
시립중랑장애인단기거주시설 행복누리,208338.50257504743,554916.0628438548
드림장애인보호작업장,185655.8143862344,546450.0673295396
갑을충의장애인공동생활가정,192719.98477382807,542018.2478331035
행복한나무,190592.38879985968,547151.6966954564
갑을장애인직업휴먼센터,192736.59926590667,542032.0733732546
우리마포보호작업장,194891.74029240635,550704.4274232584
송파위더스,213909.30570074613,543554.7292851439
렘넌트주간보호센터,212169.3379552538,544788.3026494768
우리마포장애인주간이용센터,194923.9933516377,550692.9314752426
해누리하우스,185262.30019683216,548053.3661297101
사랑나눔송파,213536.88442018247,544092.9144100121
유일장애인공동생활가정,203430.5418439512,561991.3535491056
효정,201427.13730863325,558875.150178559
한다솜장애인공동생활가정,214219.5685000524,551326.7755161502
다사랑(대한정신보건가족협회),182262.97025188277,553479.9499625026
프란치스코의집 단기거주시설,201719.89842298356,560847.2144148231
광진구수어통역센터,208204.9092315874,549436.095161523
초록등대장애인보호작업장,183320.30209225745,550778.0070563842
강동구수어통역센터,211074.4361451299,547688.7773034826
강서나누리센터,183566.45738601903,551485.3470837328
구립서대문장애인공동생활가정,194133.5936113192,554736.3527132218
갑을장애인주간보호센터,192702.95370462435,542003.5126000338
군자작은예수의집,207653.743093077,549695.5364352542
종로장애인복지관,197334.21846062772,553837.4960558093
꿈터장애인주간보호센터,195055.02363044012,542354.3555415602
함재보호작업장,210039.75290035305,545077.0135300866
센터봄,212881.7463515493,548387.4756663828
동천하우스6,205892.64095925336,562821.1043821862
사회복지법인 에덴복지재단 형원,172885.70034142217,570985.1657212377
덕유린장애인단기보호센터,201485.64507071325,552907.6384448316
성산푸른초장단기보호시설,184366.64320427625,552245.98439654
성산푸른초장주간보호시설,184366.64320427625,552245.98439654
보라향그룹홈,192009.7698647288,556440.2770229676
열린마음,186299.26567541723,548779.6521780629
늘푸름보호작업장,183795.097402504,543736.4611452676
희망일굼터,186793.3301063512,545874.6433075848
강서뇌성마비 주간보호,183566.10331616004,552792.6418377574
내일을꿈꾸는사람들2호,204648.35398801308,563932.7007639506
중증장애인다수고용사업장굿윌스토어밀알도봉점,204182.9702978668,563329.7304303336
우리마포재활치료센터,194891.74029240635,550704.4274232584
서울특별시중구장애인복지관,202023.0938177442,551734.7159376122
금천구립장애인보호작업장,189997.55445534884,539747.8883185439
너나울공동생활가정,201323.74857665427,559673.0146793012
참사랑너나울주간보호센터,202092.2266184587,560133.4361963766
동문엔터프라이즈,206186.1812687562,552298.5417596299
강서구희망센터,185992.41876574527,549325.6375525965
늘푸른집,183383.32966162256,552019.1018095588
하상점자도서관,206636.03868862,543674.3661908386
광림주간보호센터,202367.6300298289,547195.1803202523
빛나눔보호작업장,189863.33928883687,554615.7647395222
남산골주간보호센터,198833.22248413623,551027.3456887634
영광시각장애인모바일점자도서관,195499.23141334543,555072.6279251041
강북장애인종합복지관주간보호시설,203449.0988679753,558791.5486644526
밀알그린보호작업장,209168.2077280555,543248.6595002919
강남 행복의집,202079.55978244284,546357.0149923369
강동행복의집,212647.2615182515,549886.0440870669
도봉단기보호시설,204337.8990789921,563049.9816065643
그린도봉주간보호센터,203415.8971561549,561855.7176861579
함께하네,203471.6289449481,562825.7165901901
해피죤아동발달지원센터,212741.71308313435,549693.8124145465
소망그룹홈4,202784.87314605,547218.2951060652
소망그룹홈3,202784.87314605,547218.2951060652
소망그룹홈2,202745.8860689616,547177.3832425555
루치아 공동생활가정,195226.04164988935,548569.5749668529
맑은샘장애인단기거주시설,186233.96971556157,546686.7595840219
여호와닛시의집,183270.359797789,551728.9373458066
서울곰두리체육센터,211688.48922897005,544735.7378695069
H2빌,183342.08387811424,553882.3690919705
서울시각장애인생활이동지원센터,194926.03840741343,545065.8777950954
공감보호작업장,205266.86916342756,549290.3392172072
행복플러스보호작업장,202752.9927698433,556610.5482345693
행복플러스 단기보호시설,202752.9927698433,556610.5482345693
비움,207440.30239742,544696.3383735693
장애인내일키움직업교육센터,194206.66935034865,553120.7829965999
오뚜기직업재활센터,191427.8689615247,546851.6041156186
하늘아래주간보호시설,186212.9010130427,544156.2771443137
하늘마음,200536.4102110204,550337.2015255906
오뚜기하우스,184382.565899537,543764.8054520146
교남발달지원센터,186965.35398690053,549855.9878650167
동천하우스7,202845.8315690294,563277.2632829718
동천하우스8,202845.8315690294,563277.2632829718
소망드림복지센터,212667.72517682484,548745.6826068214
서울영동주간보호센터,202851.13362716947,546165.7905082052
꿈터2장애인주간보호센터,195053.89418717803,542344.0011509195
예수와주간보호센터,202367.6300298289,547195.1803202523
행복을파는장사꾼,186869.9518902819,549985.2397150843
성모자애단기거주시설미리암의집,210568.9483171037,541186.0524238386
희망하우스,207471.20925756067,550437.7918991824
참사랑 너나울 주간보호센터 2호,202041.68125869217,560095.0322430504
(주)의학신문사부설 아이맘인지발달연구소,207848.2072435225,551560.4307572294
예수성심우리엄마네,201255.37133484957,560656.7057401595
다니엘의집5호,204093.2355364817,541258.5997614246
논현제3공동생활가정,202455.6426351464,545772.0035004143
최종병기공동생활가정,194145.4788828299,554920.985389888
위투게더,213650.2035085896,544419.0361627083
꿈드래장애인일자리센터,206446.1397390453,552956.5462250571
푸르메재단넥슨어린이재활병원,189448.62785893035,553910.6697300475
푸르메스포츠센터,189448.62785893035,553910.6697300475
마포푸르메직업재활센터,189450.61964117235,553907.2265422475
래그랜느보호작업장,207739.0826444901,543586.695424098
휴샘아동가족발달센터,183971.7954063512,551969.154159166
구립동대문장애인종합복지관,202711.199610154,552456.2253452654
소망그룹홈1,202745.8860689616,547177.3832425555
sim 발달지원센터,207946.71952149548,549795.0348187397
하이드림,186142.5221438736,544901.1087446761
행복단기보호시설,213660.1622060007,544105.413213296
행복 보호작업장,213506.75811629684,544347.8700786401
SG블루웰,190764.7539430516,541069.5295236749
소울터보호작업장,190125.20468027468,540708.3799513254
교남공동생활가정2호,186908.2320605102,549014.4982222706
하사랑주간보호,209014.87422626067,546536.1017208387
한우리보호작업장,202199.68211771292,542522.4326913542
늘품 장애인 보호작업장,195451.97749909575,555592.3371224625
행복한사랑,213239.42927688817,543699.6296728989
다산하늘센터,265652.4590235908,516197.69588405953
강남세움단기보호센터,209444.6932120408,543070.5014508014
관악구장애인종합복지관,196625.2359429772,542000.4116698985
"효정1호,효정2호 공동생활가정",201460.875612548,558721.9129003431
동그라미 움직임 발달센터,207327.997438864,548927.9496196928
성동재활의원,204149.25000002587,549546.250000736
다니엘치료센터,208155.75315941143,540110.0676384625
도봉장애인종합복지관,204198.9074681769,563287.6398960685
행복이가득한집 2호,185848.19714048004,547756.2208507077
참행복한세상,187273.0696619823,550898.1356573058
베데스다직업적응훈련시설,206853.84844557883,559648.3971514218
참사랑공동생활가정,202309.7409972871,560292.5200786656
하계장애인주간활동센터,206710.33945757075,560290.8881432108
송파구장애인직업재활지원센터,212628.75537761964,543395.8744370412
구립중림장애인주간보호센터,197012.9816874973,551103.5281272905
사랑단기보호센터,197454.64519119984,541894.8683048949
더원직업훈련센터,206155.1692032049,552398.9743539596
행복주간보호센터,211522.7882165875,545288.1796873921
해피하우스,213106.3770822632,543600.1965194525
동안우리주간보호센터,211326.13212383477,547948.2508767567
헬렌켈러의집 2호,201397.30184130045,559656.1341434178
라파아동발달센터,212897.04649112865,548910.9747638305
아이사랑아동청소년발달센터,215332.28755480383,551831.3013893868
홀트강동복지관,215307.17023801655,551869.6127700905
직업재능개발센터,211401.53742461055,547896.3117280881
성민드림주간보호센터,199607.2085248475,542322.3976136133
한결엠보호작업장,189602.8948891456,541950.6682437604
우리그룹홈,212716.7837496696,543854.8074688273
블루나래,190664.75366596077,542566.7414930156
영광시각장애인주간보호센터,195406.15940343132,554596.3148680681
두손장애인보호작업장,211070.3312623284,543106.3218833528
모두누리 직업재활센터,190242.66096112956,542800.1314280668
기쁨나무,191220.0152410707,539969.4383201596
홀트주간보호센터,215307.17023801655,551869.6127700905
주은공동생활가정,187275.8538351605,547851.5604319588
은하수,187124.39075771,544563.439442559
서울특별시립장애인영농직업재활시설,215142.8125098115,565038.1078620594
왕성밀알주간보호센터,193838.50791066067,542525.6867741212
행복한 사람들의 집,200993.79474471844,562509.8803263821
이음주간교육센터,202622.4771492981,559748.0201297024
강남세움보호작업장,209454.40127401057,543072.9208860333
킨더윌언어심리전문센터,206102.4314311452,562240.5114555126
두빛나래보호작업장,204313.8358203116,549088.8129660015
꿈친장애인주간보호센터,193304.705051688,547886.2392902614
강남세움복지관,209454.40127401057,543072.9208860333
해피드림,186166.5774104012,546945.4064878824
선한이웃 재활운동발달센터,206593.03591634613,559570.8699886493
양천희망돌봄센터,184730.74999990716,548505.2500007509
주사랑 장애인단기보호센터,191529.45858777623,540297.7267720932
강남세움근로사업장 굿윌스토어,209459.56671288452,543064.7026172053
강남세움 직업훈련센터,209454.40127401057,543072.9208860333
사랑손직업적응훈련시설,196663.7995033848,543585.9975312469
기쁨이꽃피는나무,191238.04221797016,540007.7318674464
두리하나다울,188960.4999818341,545027.2256486214
아해하제공동생활가정,208558.2303663159,540920.6505904184
은평구립우리장애인복지관,193513.8471194072,556134.2764657746
누보,199339.0438408492,551587.4585349681
금천발달장애인주간보호센터,190940.87674389733,539729.9730721744
강서점자도서관,185105.2358245428,550760.8183644188
소담,208228.99796503945,554732.1558025706
은평장애인주간보호센터,193090.5663769094,556137.7926934122
40플러스 금곡행복쉼터 주간보호센터,183443.7192356667,552756.8691144062
(사)한국농아인협회 수어통역센터 중앙지원본부,189925.17877434567,541845.9778819502
꿈나래 아동발달센터,215427.8511946874,551723.2865446756
염리장애인주간보호센터,194510.2003651544,549282.081723402
알라딘,209362.01132710613,541424.6285768714
스프링샤인,192169.36239288645,556778.4864932913
축복의통로장애인주간보호시설,192507.3648610761,555577.049610455
성북피해장애인쉼터,204095.47913932163,556151.674531891
다은보호작업장,193472.1407994104,557152.9013916333
새론앞길,209925.57766242215,557067.2048603853
함께주간보호센터,203122.9548074619,551591.9262996576
사람희망 금천장애인자립생활센터,191492.64214487036,539860.4776924548
해오름장애인자립생활센터,192618.9468508676,547472.3363207518
이음장애인자립생활센터,190369.56584527457,547732.2844456162
선한이웃재활운동발달센터,206610.7623766043,559523.1252575143
시설테스트1호,202797.37131140404,552129.8038270349
장애인자립생활주택(가형)-강동장애인자립생활센터,211510.7734980413,550062.7720519892
장애인자립생활주택(다형) 해뜨는양지,214848.4028086508,549648.0203388747
장애인자립생활주택(가형)-해뜨는양지,211214.7778124671,549678.5588340241
염리종합사회복지관 내 주간보호센터,195198.5368669221,549731.6449631687
행복이가득한집2호,185866.7930523495,547760.4622558324
공덕동행복주택 내 장애인주간보호센터,195528.4558670712,549630.7614758584
한아름,214026.12202356063,550916.8098483314
민들레울,191646.3633601821,556207.7910106571
다가옴,213647.14409637425,550741.0829830231
테스트단기거주시설,182582.5705786463,571767.4222180116
성동발달장애인평생교육센터,204947.9430995776,549215.6370170633
동작발달장애인평생교육센터,197846.54739131292,542687.7242362534
관악구발달장애인평생교육센터,193597.860266643,543040.4143552721
아이맘인지행동발달센터,206665.4764877188,551494.0360755875
누야하우스,192169.36239288645,556778.4864932913
서울시그룹홈지원센터,204953.9466088361,544165.0452032064
꿈더하기지원센터,192664.9307449748,546010.4899330436
은평발달장애인평생교육센터,194238.85899595876,556745.5796917853
강남장애인가족지원센터,209007.4480067489,543178.961776354
Good Job 자립생활센터,202816.04006160627,544115.1797508124
양천구발달장애인평생교육센터,187251.10150082933,545929.3785751474
서대문 발달장애인평생교육센터,193667.9998610043,553201.1215843086
강남세움 발달장애인 평생교육센터,209454.40127401057,543072.9208860333
노원발달장애인평생교육센터,205372.2864197003,564799.7862565023
서대문장애인가족지원센터,195499.23141334543,555072.6279251041
용산구장애인가족지원센터,196980.2948161193,548806.5659749858
종로발달장애인평생교육센터,198669.9600928582,552363.5024152758
영등포구 발달장애인평생교육센터,191028.5349185339,546915.6212332143
강남발달장애인평생교육센터,203464.246509486,544540.571221397
도봉발달장애인 평생교육센터,204086.0952105852,563712.7539398248
용산구 발달장애인 평생교육센터,197123.0219082189,548941.9093542168
서울서진학교,186768.20923399436,551756.799731419
서울도솔학교,203827.7681543409,565957.3914543724
서울나래학교,204566.66273724491,540486.8572539244
서울새롬학교,193581.60037688515,543745.9153387756
서울효정학교,201430.475172731,558612.8160684142
서울다원학교,199199.077306808,554950.5452862616
누리학교,193503.841376482,544505.9040803629
연세대학교재활학교,194654.63226522692,551686.6671269403
수도사랑의학교,196924.17087236204,552807.2534881358
은평대영학교,191771.7800540248,556237.133218867
서울동천학교,206471.52777337804,560533.6658801083
한빛맹학교,201385.5779752828,558720.5569916725
교남학교,186965.35398690056,549855.9878650266
서울경운학교,198917.59634011675,552809.3623749416
서울정민학교,206458.84540714213,559368.2968958464
광성하늘빛학교,210828.743240122,548685.2583231832
서울정인학교,201056.41008379185,559015.4852122597
서울정애학교,204797.91253126765,546098.7391533414
서울광진학교,208104.82908669516,548654.2533179575
한국육영학교,211717.587710041,542493.8710104348
한국구화학교,214049.0096889032,550982.9311206444
주몽학교,214460.54855805004,549643.8512172834
성베드로학교,184584.4890797296,543130.7244900328
서울애화학교,202533.70701276773,558404.1313239972
서울삼성학교,195218.824134786,544407.7949282553
밀알학교,207280.50230792465,542928.1180978386
다니엘학교,208142.3707006646,540115.6482698756
서울정문학교,192615.37624559773,540255.7841945197
서울정진학교,184252.86658767072,544315.2258901735
한국우진학교,191458.7634163454,552454.8937506928
서울농학교,197224.8704604719,553942.6381567209
서울맹학교,197133.4268241596,553915.1107632241
